long,lat,baro_altitude,velocity,vertical_rate,geo_altitude,squawk,label
-73.17949356,40.66935502,-174.971566,110.6622007,-14.66333592,-159.8822992,1200.0,2
-73.29546309,40.57013154,-1970.890912,27.12656589,20.34677385,-1985.032616,1200.0,2
-73.16196018,40.57471853,1099.901811,275.0456252,16.53176916,1091.252506,1200.0,2
-73.32702782,40.62562911,1722.822869,269.3108478,16.6427179,1726.190466,1200.0,2
-73.15175266,40.58531768,2927.963573,282.0164121,-16.45418974,2931.499487,1200.0,2
-73.26260059,40.66609133,2209.066336,298.8748479,13.85044333,2213.990339,1200.0,2
-73.30183989,40.64262075,-862.5412835,119.4867554,27.71651948,-884.526555,1200.0,2
-73.15305287,40.57533828,-634.9479655,279.3011135,7.327927077,-655.2291248,1200.0,2
-73.22354626,40.57426936,-1904.427031,139.7134922,-17.00936378,-1931.340306,1200.0,2
-73.29935848,40.59802743,-881.1339375,146.7142943,23.13967572,-884.2262849,1200.0,2
-73.17205733,40.57934931,-1183.005723,245.5275093,22.86362251,-1164.302259,1200.0,2
-73.08091668,40.63773594,-413.4309302,79.84500656,-22.24620957,-434.4174314,1200.0,2
-73.18925764,40.58689974,-1244.961044,53.02827287,28.79786426,-1272.147051,1200.0,2
-73.21787156,40.57052842,2518.518518,32.08088408,-2.301481656,2521.221779,1200.0,2
-73.300046,40.63905882,-1703.954477,83.09986629,25.30287091,-1711.394539,1200.0,2
-73.23589128,40.59345597,3313.824989,175.6067105,10.90921702,3326.668717,1200.0,2
-73.31280043,40.64507101,-2380.475509,243.2330027,-22.11021554,-2381.842206,1200.0,2
-73.26294817,40.62028622,1205.292346,236.7615001,0.384413025,1208.46159,1200.0,2
-73.13661658,40.60202964,-2312.879332,136.4515999,24.76691038,-2323.979596,1200.0,2
-73.22145547,40.59645519,1056.217887,226.3859687,0.815356385,1030.73255,1200.0,2
-73.15759652,40.61632905,2267.921482,40.20875513,9.410276197,2280.100602,1200.0,2
-73.26393272,40.61128143,1934.145312,16.67102914,-14.16454408,1940.087316,1200.0,2
-73.28268199,40.68106124,-1505.805869,197.3388446,-19.55286858,-1522.643345,1200.0,2
-73.33956331,40.64102673,-2231.300132,135.4916053,26.81213096,-2217.09603,1200.0,2
-73.27362358,40.68734513,-2023.568324,33.18216526,-5.560151483,-2007.993572,1200.0,2
-73.29317982,40.69144845,2861.290778,79.60576582,9.016657059,2855.955151,1200.0,2
-73.16584954,40.68845613,2471.214037,174.7372336,0.683901227,2476.266054,1200.0,2
-73.24048361,40.58318866,-1236.401654,73.58407174,-11.40531534,-1214.490196,1200.0,2
-73.21355409,40.67097205,2291.619474,41.83259336,-18.09508775,2309.037718,1200.0,2
-73.31932331,40.60438362,-1852.980981,298.5245046,0.863026245,-1836.538813,1200.0,2
-73.33996691,40.6203575,-1603.352583,256.0321455,6.351766216,-1600.99873,1200.0,2
-73.17646382,40.57000377,-282.3637498,264.9096278,-9.044104805,-271.8892319,1200.0,2
-73.30231938,40.66135379,1694.305615,259.7566694,-20.18984588,1671.556958,1200.0,2
-73.22684001,40.5553836,1544.116083,118.9505494,17.06000902,1533.518301,1200.0,2
-73.15943559,40.57881754,3170.306845,210.485021,36.00070076,3155.625324,1200.0,2
-73.32629392,40.61748244,2863.496482,105.2734121,34.9818282,2878.557693,1200.0,2
-73.29847902,40.5648578,1516.034602,294.4493553,30.00040146,1542.478683,1200.0,2
-73.32074613,40.56440268,-2339.166291,79.04028216,22.28928568,-2333.804722,1200.0,2
-73.30408318,40.62166864,2115.621897,213.7575432,10.00469306,2125.064527,1200.0,2
-73.16417448,40.60584042,-1483.296657,155.361099,12.11359836,-1472.202055,1200.0,2
-73.2735897,40.52891504,3617.299881,130.6645659,10.62360128,3647.161867,1200.0,2
-73.14340457,40.54138262,1502.414759,175.2306098,-23.08391501,1518.263868,1200.0,2
-73.27775262,40.63683005,2261.742415,98.71649671,-24.71814098,2282.860301,1200.0,2
-73.29138493,40.62962398,-1535.155702,37.06414726,2.78326626,-1512.449834,1200.0,2
-73.18663018,40.65235965,1798.232068,242.1994679,5.256675224,1802.657173,1200.0,2
-73.26357195,40.56262345,3228.443618,151.1576279,-9.992429376,3210.973604,1200.0,2
-73.28787675,40.60745932,2290.529605,93.92360873,-15.99516317,2278.8773,1200.0,2
-73.09002528,40.61479928,2497.5673,83.11599398,-13.51287897,2519.414095,1200.0,2
-73.09360191,40.61043582,-1609.2549,194.5545231,28.67186193,-1608.543842,1200.0,2
-73.26404775,40.65393577,-80.9045575,237.3945483,19.07306543,-53.99930818,1200.0,2
-73.28305129,40.57598396,2172.677042,289.4986344,23.54461043,2172.115982,1200.0,2
-73.27022845,40.57759701,1883.792968,117.514403,-12.97644513,1886.204619,1200.0,2
-73.10515233,40.61272664,-1397.054134,21.55159707,-26.45185515,-1371.234788,1200.0,2
-73.15660745,40.64180312,-2099.464213,92.59721373,30.62831586,-2086.165255,1200.0,2
-73.19503195,40.56291233,-724.1854569,9.142539697,-5.225546445,-732.6154737,1200.0,2
-73.29186792,40.56250514,-283.1337794,182.1376666,-9.45953971,-280.6406738,1200.0,2
-73.3427467,40.60288278,1552.315568,167.0247764,-13.43921741,1577.89408,1200.0,2
-73.2874078,40.66157884,-524.7237099,71.92220129,30.36928218,-532.933471,1200.0,2
-73.28322539,40.55823715,-361.4515186,267.1034174,3.18662725,-345.7624029,1200.0,2
-73.31313339,40.64826794,1319.218235,182.1772189,-6.893694002,1320.753292,1200.0,2
-73.21660454,40.57099129,1802.456876,262.4648544,22.36926152,1808.75052,1200.0,2
-73.1926407,40.67931427,-866.0804762,112.934799,1.573234607,-865.1149478,1200.0,2
-73.35006792,40.64787301,1937.986635,212.5785647,-17.74895448,1944.34002,1200.0,2
-73.19626187,40.5859547,-6.864740015,127.4697748,10.92346199,23.35989679,1200.0,2
-73.35651835,40.60087345,2978.038471,5.197923962,-27.95611188,2969.135242,1200.0,2
-73.35322281,40.60877192,3273.658279,167.5252726,29.26702922,3283.305877,1200.0,2
-73.34692108,40.61768567,1335.543967,31.34624549,-26.12100135,1341.0772,1200.0,2
-73.24807285,40.68911206,-198.3001668,249.6542632,5.121307505,-180.3886495,1200.0,2
-73.22383776,40.66694958,2031.005008,147.2124528,-15.35532819,2023.035933,1200.0,2
-73.22756684,40.58948106,1597.198894,4.500053859,23.22837311,1574.041181,1200.0,2
-73.31798561,40.58564182,1825.058567,273.4676341,1.079608813,1842.447115,1200.0,2
-73.36434902,40.69313198,2790.455422,225.5735639,-4.431246277,2796.154028,1200.0,2
-73.40598151,40.63027701,-1716.817996,284.4124547,-21.3683877,-1709.354514,1200.0,2
-73.25283232,40.61646113,1191.784896,293.9699673,18.63414661,1168.173639,1200.0,2
-73.37148471,40.7159418,-1269.243324,236.71408,14.7930287,-1250.730275,1200.0,2
-73.21754642,40.68874934,3199.868488,191.6966613,9.473984234,3206.599314,1200.0,2
-73.26654113,40.61928277,1964.542006,234.5300979,-16.19233997,1944.52812,1200.0,2
-73.25837408,40.6994529,-1795.552309,58.49255046,-11.95600872,-1801.327585,1200.0,2
-73.33382996,40.61845917,-2423.343956,107.7951514,-0.87545078,-2452.073187,1200.0,2
-73.36765315,40.71658389,-2420.361268,195.4720213,-1.042055582,-2413.823481,1200.0,2
-73.42289335,40.7118343,2355.924851,265.1114387,21.38644002,2343.533293,1200.0,2
-73.265969,40.71637895,-710.8294087,140.3011576,-25.45119085,-703.8762511,1200.0,2
-73.41748776,40.68288237,-940.8596867,216.4681433,-8.817953071,-963.3686842,1200.0,2
-73.29151674,40.6389865,-652.9910417,9.320075527,-20.21591142,-644.8089764,1200.0,2
-73.26601095,40.72193575,833.7477659,265.8876672,10.33915553,848.2244042,1200.0,2
-73.312355,40.74936134,3114.25077,241.645719,23.35275742,3097.51469,1200.0,2
-73.24791946,40.66884265,-2014.060575,127.3957803,-11.635606,-2001.100439,1200.0,2
-73.30770805,40.72106291,-1887.660431,284.4188422,1.848674021,-1885.033427,1200.0,2
-73.31633783,40.73537875,-2077.981904,158.5266747,8.59343928,-2050.86393,1200.0,2
-73.26817001,40.72997499,-1654.269736,114.8178966,-4.865421438,-1640.128239,1200.0,2
-73.31405028,40.65202286,-1398.353267,139.9869183,-9.33457178,-1399.622519,1200.0,2
-73.44909344,40.71964333,-1112.928302,16.58817285,30.4194809,-1117.218692,1200.0,2
-73.37181634,40.75457699,-1053.385107,176.0146497,34.94064599,-1048.291117,1200.0,2
-73.46956895,40.71402957,2598.992907,283.9254096,30.96797867,2612.512199,1200.0,2
-73.36811389,40.63827992,-1003.344631,240.1153311,-10.58022075,-998.8823697,1200.0,2
-73.35952181,40.74916029,2003.344757,90.40256606,16.70735655,1987.454995,1200.0,2
-73.28494149,40.70958109,2469.316159,189.927134,-3.192508197,2459.57604,1200.0,2
-73.37839291,40.75308909,-2277.466415,144.5380498,-3.978432181,-2268.627935,1200.0,2
-73.48007247,40.70685469,2880.639851,174.9113612,-13.53723071,2878.55565,1200.0,2
-73.30447659,40.72527685,-1760.972797,50.26852517,10.67534461,-1766.503066,1200.0,2
-73.37708758,40.75851628,775.685641,283.4021822,13.60658173,748.9520897,1200.0,2
-73.40510606,40.77047462,-607.142644,114.8021383,31.63832593,-592.6841388,1200.0,2
-73.29857122,40.69322322,628.5349009,2.681631828,35.62476346,640.819979,1200.0,2
-73.32761198,40.75986769,1308.11184,99.19382334,9.066555672,1335.145668,1200.0,2
-73.32729085,40.71177825,977.309433,168.688044,25.87528526,961.1538362,1200.0,2
-73.38187195,40.77639994,928.1052057,134.4779011,33.52979573,936.0007934,1200.0,2
-73.36343098,40.68357869,-1505.799591,264.2312837,17.26764182,-1507.171362,1200.0,2
-73.33013341,40.74206302,884.5989652,69.5011094,-23.06031529,885.9407721,1200.0,2
-73.50533365,40.69468857,3072.632838,119.2610246,-2.097482288,3091.69973,1200.0,2
-73.34224424,40.72002205,-1173.124464,109.1653559,11.19038273,-1202.406346,1200.0,2
-73.44032415,40.67421984,2812.98787,157.4759648,35.11748332,2831.651639,1200.0,2
-73.48632896,40.69226212,-1631.27266,204.6316016,28.67697847,-1637.733899,1200.0,2
-73.41232893,40.79921163,807.0798132,187.0324459,20.50656227,801.9099444,1200.0,2
-73.52718122,40.75674534,-1177.965071,56.89646702,27.16932685,-1186.19464,1200.0,2
-73.51200425,40.75757667,1439.930389,151.5943319,-24.51266348,1409.925628,1200.0,2
-73.36743058,40.75228914,1956.132044,223.9783545,-14.20361796,1965.093699,1200.0,2
-73.37104668,40.73904932,-1504.902306,282.4324342,-26.51012361,-1500.12317,1200.0,2
-73.48496706,40.79148509,-1192.806786,282.0722144,13.07409247,-1208.3664,1200.0,2
-73.3700352,40.69846854,2879.622947,178.7764295,36.7052788,2892.270416,1200.0,2
-73.39257497,40.68686451,-2208.239113,181.6770011,1.431730989,-2216.298888,1200.0,2
-73.38898112,40.67912158,1114.2923,289.9582806,26.84240733,1095.890375,1200.0,2
-73.32992888,40.70536864,-1841.346661,49.18007821,-13.79917571,-1859.356676,1200.0,2
-73.52694989,40.69954555,1400.683575,122.7257422,36.22415837,1410.316668,1200.0,2
-73.43597551,40.6664184,2147.911671,170.920807,9.425998752,2161.552188,1200.0,2
-73.40185816,40.75089495,-480.6272955,38.80466696,-11.25483498,-480.6868997,1200.0,2
-73.39481624,40.75925348,-1106.339681,105.5146796,-25.37148659,-1123.145574,1200.0,2
-73.32329345,40.6757327,-2689.805973,232.8503183,30.91322005,-2667.540391,1200.0,2
-73.30063796,40.68543441,2469.968814,127.2453279,-13.46689511,2463.015887,1200.0,2
-73.50761422,40.70480343,1363.7594,287.1942268,-26.39529286,1381.188249,1200.0,2
-73.45289715,40.65035885,-2425.490272,86.9895886,7.421499896,-2403.301495,1200.0,2
-73.35851435,40.66571076,1738.884957,38.30469718,-25.27142997,1716.166143,1200.0,2
-73.44755467,40.73372624,1655.013938,6.340988377,2.320328683,1678.333356,1200.0,2
-73.30835691,40.67649952,1888.544204,76.87439372,6.602763641,1914.637308,1200.0,2
-73.50028523,40.69557191,1803.339933,71.63625443,0.208746163,1829.005454,1200.0,2
-73.28369542,40.73167384,1037.787868,31.36905861,27.90903043,1016.827097,1200.0,2
-73.34962937,40.74973765,1107.495812,116.107042,32.75918891,1077.881682,1200.0,2
-73.42964769,40.65822236,-1147.286029,118.10637,24.66061636,-1145.755817,1200.0,2
-73.44823863,40.68440319,-1573.589943,191.542124,-16.33480387,-1596.475634,1200.0,2
-73.49571637,40.7263257,-2585.286243,202.4486276,-24.99510988,-2596.418551,1200.0,2
-73.38837939,40.77590925,-2678.55422,9.860447649,18.39120528,-2691.874035,1200.0,2
-73.48337836,40.70654728,-1582.722759,116.153773,16.33669707,-1567.611626,1200.0,2
-73.31456046,40.69139649,-511.2272235,257.7603082,31.46106598,-509.2850146,1200.0,2
-73.32405543,40.71005294,627.9853664,46.97436723,5.749561909,608.7113534,1200.0,2
-73.45697405,40.67692747,-1019.04022,89.64895073,16.33980812,-1005.08849,1200.0,2
-73.3180546,40.73836739,1526.751079,276.5425934,-19.1715312,1536.808834,1200.0,2
-73.30932338,40.75512246,-1129.947691,220.2054639,-5.853982291,-1121.945553,1200.0,2
-73.35277178,40.70910695,855.7768509,186.0368487,6.040398617,825.9319949,1200.0,2
-73.37893521,40.79603824,1842.305039,126.3834388,6.865042266,1823.653872,1200.0,2
-73.50321945,40.71522454,2226.202092,96.16575296,21.83200836,2205.880289,1200.0,2
-73.35427237,40.75118232,-1101.150023,19.44812921,-12.93028505,-1107.124259,1200.0,2
-73.34199017,40.7154871,-2271.905505,45.47564033,-10.04185546,-2262.132337,1200.0,2
-73.5201229,40.7421521,-604.8831869,167.283761,1.489155551,-613.3919356,1200.0,2
-73.35638941,40.73068328,-1449.735166,74.71348477,17.16017655,-1457.941167,1200.0,2
-73.47767316,40.77701826,-1661.411368,269.0458952,-7.125462861,-1682.409301,1200.0,2
-73.39855687,40.67220454,1945.479374,59.77291264,1.028399792,1952.467955,1200.0,2
-73.45715442,40.68699565,2564.305615,223.7275079,-13.01472453,2549.833998,1200.0,2
-73.37024265,40.73107645,1596.014996,123.8344871,3.996890221,1618.339118,1200.0,2
-73.53589738,40.74640011,1213.520986,238.0028338,17.09766417,1220.722486,1200.0,2
-73.32387479,40.69336994,968.1912907,268.1041015,-18.05667803,976.0027353,1200.0,2
-73.37832542,40.77509755,-1258.721121,202.9161031,-19.09771558,-1286.909024,1200.0,2
-73.50206428,40.68430001,-2469.575151,168.5580416,31.58282126,-2477.86815,1200.0,2
-73.44692957,40.75397458,-1943.976198,33.13527184,-11.88799646,-1938.568088,1200.0,2
-73.34012535,40.67726965,1413.384965,238.6910284,-21.60181393,1402.632495,1200.0,2
-73.32395133,40.72331381,1822.281259,85.7662861,-1.196259258,1810.578232,1200.0,2
-73.32368452,40.69143914,-2432.251737,190.7450159,25.25468272,-2449.972882,1200.0,2
-73.45580792,40.65761562,2401.048475,115.584799,35.79051177,2386.992147,1200.0,2
-73.49036288,40.67308755,2834.040805,196.5101864,4.049116119,2850.365164,1200.0,2
-73.34441208,40.65817079,-1764.762273,59.87783323,-19.40676533,-1774.602979,1200.0,2
-73.28118614,40.72121612,3121.326982,11.15055827,-4.488654911,3121.928875,1200.0,2
-73.33503233,40.74601859,-2429.557078,142.8393581,16.91517373,-2434.926024,1200.0,2
-73.30079291,40.72245473,-2638.500309,155.0903906,33.26843501,-2638.020704,1200.0,2
-73.42469772,40.67089719,2737.956074,221.6379596,-25.2324942,2760.108004,1200.0,2
-73.32629462,40.7363665,-2723.052984,227.0665147,3.624821138,-2730.234524,1200.0,2
-73.40607433,40.76957469,-1517.184223,176.2890925,22.74869134,-1526.608793,1200.0,2
-73.30212307,40.73581503,1025.004174,46.43427607,32.98997878,1023.132653,1200.0,2
-73.31388983,40.76638894,-2431.040069,204.6110877,34.932558,-2430.347414,1200.0,2
-73.40372151,40.78195552,-1604.20093,129.1941549,-23.17881748,-1593.731814,1200.0,2
-73.43295019,40.67321231,-2273.073211,9.540882231,-15.54165269,-2255.101587,1200.0,2
-73.34089857,40.77081472,732.9228041,246.7810897,30.64109875,746.8439907,1200.0,2
-73.34406328,40.68409368,1190.34899,61.7130692,32.56984907,1206.699069,1200.0,2
-73.41391668,40.68476871,916.5766183,128.8352154,8.815338208,891.6531054,1200.0,2
-73.38205612,40.67467831,-493.3739252,298.6462099,16.0713652,-501.4043116,1200.0,2
-73.52325722,40.75273624,-510.0118223,256.3212165,-17.13862312,-502.1049065,1200.0,2
-73.37532551,40.70025794,1151.164106,40.53332791,-3.23692341,1160.40482,1200.0,2
-73.44542172,40.67546469,-1883.431701,229.4778771,16.29368715,-1902.625547,1200.0,2
-73.5138275,40.75199899,1298.760743,194.9518892,9.601969748,1300.649301,1200.0,2
-73.51803268,40.7482765,-685.6364346,259.7114578,22.82666542,-686.3797941,1200.0,2
-73.52431888,40.76867396,-1554.132266,133.720363,-13.30373768,-1550.112741,1200.0,2
-73.34467952,40.73365522,-297.6978941,147.3444039,28.93907855,-302.1310302,1200.0,2
-73.34927177,40.77421148,1074.176397,123.5831297,-23.00964145,1077.384147,1200.0,2
-73.36915782,40.70281367,2786.574868,251.5035999,16.20710807,2809.282555,1200.0,2
-73.41993132,40.77725188,-2590.608694,266.8031513,27.25696428,-2567.155787,1200.0,2
